question,answer,source_utterance,source_context,source_label
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  HOWARD: So my friend Leonard is gonna take you home.
  PERSON: Okay. Let's go, friend Leonard.
  HOWARD: I'll call ya.
  PERSON: So are you a scientist like Howard?
  LEONARD: No one's a scientist like Howard.
  HOWARD: My mother is so gonna love her.

Target statement: ""How nice. Maybe they can carpool when they visit you in federal prison.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,How nice. Maybe they can carpool when they visit you in federal prison.,"[""So my friend Leonard is gonna take you home."", ""Okay. Let's go, friend Leonard."", ""I'll call ya."", ""So are you a scientist like Howard?"", ""No one's a scientist like Howard."", ""My mother is so gonna love her.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PERSON: So, we're all standing around looking at the post-op X ray and there it is, clear as day, right in the guy's chest cavity...one of my earrings.
  LEONARD: Oh, my God, what did you do?

Target statement: ""What do you think I did? I discreetly slipped off the other earring, put it in my pocket and then got the hell out of there!""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"What do you think I did? I discreetly slipped off the other earring, put it in my pocket and then got the hell out of there!","[""So, we're all standing around looking at the post-op X ray and there it is, clear as day, right in the guy's chest cavity...one of my earrings."", ""Oh, my God, what did you do?""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  LEONARD: What, Sheldon? What, Sheldon?! What, Sheldon?!
  SHELDON: Tell me what you see here.

Target statement: ""The blunt instrument that will be the focus of my murder trial?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,The blunt instrument that will be the focus of my murder trial?,"[""What, Sheldon? What, Sheldon?! What, Sheldon?!"", ""Tell me what you see here.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SHELDON: it will establish you as the ""alpha"" male.
  SHELDON: You see... when a female witnesses an exhibition of physical domination, she produces the hormone oxytocin.
  SHELDON: If the two of you then engage in intercourse, this will create the biochemical reaction in the brain which lay people naively interpret as ""falling in love.""
  LEONARD: Huh

Target statement: ""Would it work if I just punched you in the face?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Would it work if I just punched you in the face?,"[""it will establish you as the \""alpha\"" male."", ""You see... when a female witnesses an exhibition of physical domination, she produces the hormone oxytocin."", ""If the two of you then engage in intercourse, this will create the biochemical reaction in the brain which lay people naively interpret as \""falling in love.\"""", ""Huh""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  LEONARD: Can you open this for me?
  RAJ: Can I see your stitches?
  LEONARD: Sure.

Target statement: ""Answering the question once and for all why Wolowitz bailed out of medical school.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Answering the question once and for all why Wolowitz bailed out of medical school.,"[""Can you open this for me?"", ""Can I see your stitches?"", ""Sure.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PERSON: What are you doing here?
  SHELDON: Hang on. 130 over 80. It's a little high.
  SHELDON: We can attribute that to the stress of sneaking past the security desk.
  PERSON: Where did you get the stethoscope and the blood pressure cuff?

Target statement: ""My aunt Marion gave them to me for my 12th birthday.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,My aunt Marion gave them to me for my 12th birthday.,"[""What are you doing here?"", ""Hang on. 130 over 80. It's a little high."", ""We can attribute that to the stress of sneaking past the security desk."", ""Where did you get the stethoscope and the blood pressure cuff?""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PERSON: Oh no
  SHELDON: What?

Target statement: ""You were right. Your larynx is terribly inflamed. I've never seen anything like it.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,You were right. Your larynx is terribly inflamed. I've never seen anything like it.,"[""Oh no"", ""What?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  HOWARD: There are always do-overs when my people play sports.
  SHELDON: Where were you that's more important than Wii bowling night?
  LEONARD: Actually...
  SHELDON: It's rhetorical.
There is nothing more important than Wii bowling night.
  LEONARD: Come on, it's just a video game. And we suck at it.
  SHELDON: Nice motivational speech from the team captain.
  SHELDON: Where were you?

Target statement: """"Dave."" Sounds like Leonard's got a new BFF.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"""Dave."" Sounds like Leonard's got a new BFF.","[""There are always do-overs when my people play sports."", ""Where were you that's more important than Wii bowling night?"", ""Actually..."", ""It's rhetorical.\nThere is nothing more important than Wii bowling night."", ""Come on, it's just a video game. And we suck at it."", ""Nice motivational speech from the team captain."", ""Where were you?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  HOWARD: You're kidding. You've got lotions and bath oils and soaps. That's the estrogen hat trick.
  SHELDON: What it is is a cacophonous assault of eucalyptus, bayberry, cinnamon and vanilla.
  SHELDON: It's as if my head were trapped in the pajamas of a sultan.

Target statement: ""If you don't like this stuff, let's go next door and build her a bear.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"If you don't like this stuff, let's go next door and build her a bear.","[""You're kidding. You've got lotions and bath oils and soaps. That's the estrogen hat trick."", ""What it is is a cacophonous assault of eucalyptus, bayberry, cinnamon and vanilla."", ""It's as if my head were trapped in the pajamas of a sultan.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PERSON: Leonard. Come, join us.
  LEONARD: Hey, Dave.
And Penny, what a surprise.
  PENNY: Dave was just showing me around the university. This place is unbelievable!
  LEONARD: I know, I've been offering to show you around for a year and a half. You always said you had yoga.

Target statement: ""- Maybe I heard you wrong. A lot of words sound like ""yoga.""""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"- Maybe I heard you wrong. A lot of words sound like ""yoga.""","[""Leonard. Come, join us."", ""Hey, Dave.\nAnd Penny, what a surprise."", ""Dave was just showing me around the university. This place is unbelievable!"", ""I know, I've been offering to show you around for a year and a half. You always said you had yoga.""]",1
